epoch,avg_loss
41,0.36518178939819335
42,0.3640433595577876
43,0.366582523783048
44,0.36395489672819775
45,0.3656661101182302
46,0.3633889621496201
47,0.3629431829849879
48,0.3591816188891729
49,0.3592043815056483
50,0.3574761881430944
51,0.3575481738646825
52,0.35716128329435987
53,0.35596201618512474
54,0.35634007076422375
55,0.35415139734745027
56,0.35306230425834656
57,0.35100032528241476
58,0.35192767123381297
59,0.3520573880275091
60,0.35196740408738453
61,0.35032111008961997
62,0.3494678707917531
63,0.34932487408320106
64,0.34879676580429075
65,0.34916178524494174
66,0.34824614425500233
67,0.34980404436588286
68,0.34818108975887296
69,0.34776874442895256
70,0.3474398595094681
71,0.34698257088661194
72,0.3472202448050181
73,0.345904314716657
74,0.34730014026165007
75,0.34682873825232186
76,0.34552580992380777
77,0.34503252148628233
78,0.3452163237333298
79,0.34399877429008485
80,0.3441340724627177
81,0.34437061309814454
82,0.34437889417012535
83,0.34382421473662056
84,0.3426035100221634
85,0.3429855493704478
86,0.3429346094528834
87,0.34356617569923403
88,0.34121699213981627
89,0.34273588041464487
90,0.3412129275004069
91,0.34110101183255515
92,0.34028988897800444
93,0.3400141328573227
94,0.34148078699906664
95,0.33928540448347727
96,0.34098663707574206
97,0.33837047696113587
98,0.33933806518713633
99,0.3386492566267649
100,0.3390208774805069
101,0.3399383888641993
102,0.3394376023610433
103,0.33703963935375214
104,0.3387580229838689
105,0.33748496532440186
106,0.338597846031189
107,0.3374667332569758
108,0.3403012677033742
109,0.33816172142823536
110,0.33848980903625486
111,0.3364005831877391
112,0.3371833328406016
113,0.337078275680542
114,0.33695776025454205
115,0.337577689687411
116,0.33602738320827485
117,0.33526142219702404
118,0.3375941564639409
119,0.33547268629074095
120,0.33649758795897167
121,0.3356653708219528
122,0.3345300724109014
123,0.3356305249532064
124,0.336160905957222
125,0.33421360452969867
126,0.33466730336348216
127,0.335928993622462
128,0.33282420933246615
129,0.3345670189460119
130,0.333936239083608
131,0.33341524998346966
132,0.3347366754213969
133,0.3342111231883367
134,0.3334309254089991
135,0.33454293688138326
136,0.3318550145626068
137,0.33255724608898163
138,0.3335085556904475
139,0.3335849056641261
140,0.33330480496088666
141,0.33347829123338063
142,0.33320921738942466
143,0.3314884978532791
144,0.33125370800495146
145,0.33352538804213205
146,0.33204746842384336
147,0.33274911999702456
